origin_date,target_date,horizon_days,phi,c,forecast,actual,error
2023-08-04,2023-09-01,19,0.9999632412003303,0.00029006716778876007,18.749862551713665,18.7612,-0.01133744828633354
2023-08-11,2023-09-08,20,0.9999642504478801,0.0002894659728525095,18.94402870077648,19.1072,-0.16317129922351725
2023-08-18,2023-09-15,20,0.9999652741676063,0.0002888583217659694,19.143741284517684,19.0481,0.09564128451768283
2023-08-25,2023-09-22,20,0.9999627716600243,0.00029036774251100194,18.724195774807193,18.8488,-0.12460422519280812
2023-09-01,2023-09-29,19,0.9999632708522391,0.0002900742179898346,18.82630719911573,18.784,0.04230719911572933
2023-09-08,2023-10-06,19,0.9999651365476545,0.00028896228077340824,19.17486413449575,19.4202,-0.24533586550425213
2023-09-15,2023-10-13,19,0.9999646918502811,0.00028923581004578955,19.115217283709924,18.9642,0.15101728370992262
2023-09-22,2023-10-20,19,0.999963451409639,0.00028998474244735427,18.914308168387254,19.1057,-0.1913918316127443
2023-09-29,2023-10-27,20,0.9999629783963941,0.00029028482182707577,18.85236124374697,18.8845,-0.032138756253029754
2023-10-06,2023-11-03,20,0.9999664825907002,0.000288168981254292,19.493624751567303,18.4397,1.0539247515673047
2023-10-13,2023-11-10,20,0.9999637861145774,0.00028981633437241694,19.033809244957478,18.6541,0.3797092449574784
2023-10-20,2023-11-17,20,0.9999644775535994,0.00028940676863712495,19.176350874761752,18.384,0.7923508747617518
2023-10-27,2023-11-24,20,0.9999631126844922,0.0002902383258185083,18.953284128952866,18.8957,0.05758412895286469
2023-11-03,2023-12-01,20,0.9999604695364952,0.0002918208341681676,18.504922987552973,18.8143,-0.3093770124470261
2023-11-10,2023-12-08,20,0.9999615880099246,0.00029116539876705705,18.720890592528438,18.8313,-0.11040940747156114
2023-11-17,2023-12-14,19,0.9999599152283314,0.00029218315282205807,18.445373564259775,18.6113,-0.16592643574022503
2023-11-24,2023-12-22,19,0.9999627098884024,0.0002905333065992931,18.96075073188503,18.4175,0.5432507318850313
2023-12-01,2023-12-29,17,0.9999621446353599,0.00029087875428696714,18.8718743732469,18.5826,0.28927437324690075
2023-12-08,2024-01-05,16,0.9999621401871346,0.0002908848486899984,18.8855203258699,18.7906,0.09492032586990007
2023-12-14,2024-01-12,17,0.9999607942439228,0.0002917071778246183,18.6673930639162,18.5818,0.0855930639161997
2023-12-22,2024-01-19,17,0.9999595784338438,0.00029244425233199524,18.47225669403957,18.9904,-0.5181433059604323
2023-12-29,2024-01-26,19,0.999960456992802,0.0002919255935136533,18.644953781085395,18.9156,-0.2706462189146066
2024-01-05,2024-02-02,20,0.9999615444630655,0.00029128486394286446,18.857770595267876,18.634,0.2237705952678759
2024-01-12,2024-02-09,20,0.9999602706532216,0.00029204712746911955,18.647280049849932,19.0113,-0.36401995015006605
2024-01-19,2024-02-16,20,0.9999624676589104,0.00029073497743335367,19.05895649750836,18.8852,0.1737564975083572
2024-01-26,2024-02-23,20,0.9999619465022758,0.0002910543428615057,18.98348203277985,19.2452,-0.26171796722015017
2024-02-02,2024-03-01,20,0.9999602676521193,0.0002920639503167788,18.699625335830337,19.2279,-0.5282746641696647
2024-02-09,2024-03-08,20,0.9999622738909737,0.00029086847462634805,19.07974931561271,18.6616,0.41814931561270896
2024-02-16,2024-03-15,20,0.9999614603126723,0.000291370154355794,18.952574157887014,18.6815,0.27107415788701417
2024-02-23,2024-03-22,19,0.9999633457575049,0.0002902417797902018,19.31178643664896,18.9907,0.3210864366489581
2024-03-01,2024-03-28,18,0.9999631521643499,0.00029036067092685913,19.290774544429055,18.9926,0.298174544429056
2024-03-08,2024-04-05,17,0.9999599037753001,0.0002923247481292668,18.71717811534314,18.6668,0.05037811534313974
2024-03-15,2024-04-12,17,0.9999599219654137,0.00029231508544611467,18.73713766210666,18.6866,0.050537662106663106
2024-03-22,2024-04-19,18,0.9999615590488702,0.0002913369363058354,19.051681682358794,19.2467,-0.1950183176412068
2024-03-28,2024-04-26,19,0.9999614935919603,0.00029137723553207713,19.056923895226287,18.9895,0.06742389522628756
2024-04-05,2024-05-03,19,0.99995960608437,0.00029251534094009216,18.7286961374692,18.5622,0.1664961374691991
2024-04-12,2024-05-10,19,0.9999596185891118,0.00029251286102115377,18.74855870299577,18.4012,0.3473587029957699
2024-04-19,2024-05-17,19,0.9999626013796408,0.00029072343463015793,19.31265929756844,18.2194,1.0932592975684408
2024-04-26,2024-05-24,19,0.9999610902697103,0.00029164351066699357,19.053482112427815,18.4186,0.6348821124278139
2024-05-03,2024-05-31,19,0.9999586511077412,0.00029310843680593597,18.623052123375583,18.8538,-0.23074787662441665
2024-05-10,2024-06-07,19,0.9999576649476899,0.0002936953313953668,18.460848820318496,18.8447,-0.3838511796815034
2024-05-17,2024-06-14,19,0.9999565645314124,0.0002943439096012577,18.277721218750838,18.3748,-0.09707878124916292
2024-05-24,2024-06-21,18,0.9999575812492034,0.000293749035480545,18.475082672374672,17.9574,0.5176826723746721
2024-05-31,2024-06-28,19,0.9999598990878572,0.00029237674912796496,18.916431058812748,18.2138,0.7026310588127487
2024-06-07,2024-07-05,19,0.9999597549991986,0.00029246607053074906,18.907187845774313,18.2022,0.704987845774312
2024-06-14,2024-07-12,19,0.9999570748662185,0.00029406420444352984,18.433911958617784,17.9533,0.4806119586177857
2024-06-21,2024-07-19,20,0.9999546789755277,0.00029547234804615865,18.016582285609513,18.35,-0.33341771439048884
2024-06-28,2024-07-26,20,0.9999560149655877,0.00029469813574240465,18.274726984417647,18.2658,0.008926984417648498
2024-07-05,2024-08-02,20,0.9999558596994491,0.00029479423269151983,18.26296892306604,18.2067,0.05626892306603892
2024-07-12,2024-08-08,19,0.9999543952863901,0.0002956481100584029,18.00929028939572,18.3673,-0.35800971060427855
